active,activeBuy,activeSell,baseAsset,baseAssetName,baseAssetUnit,close,decimalPlaces,high,lastAggTradeId,low,market,marketName,matchingUnitType,minQty,minTrade,open,parentMarket,parentMarketName,prevClose,productType,quoteAsset,quoteAssetName,quoteAssetUnit,status,symbol,tickSize,tradedMoney,volume,withdrawFee,bidPrice,bidQty,askPrice,askQty,timestamp
True,0.0,151657872.0,BTT,BitTorrent,,0.0014689,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013702,USDⓈ,USDⓈ,0.0013702,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,210528.7075774,151657872.0000000,0,0.00145550,985107.00000000,0.00146500,718254.00000000,2019-07-01T03:31:45.853045
True,0.0,151943410.0,BTT,BitTorrent,,0.0014508,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013702,USDⓈ,USDⓈ,0.0013702,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,210942.9661078,151943410.0000000,0,0.00144890,690179.00000000,0.00145580,68686.00000000,2019-07-01T03:37:09.420003
True,0.0,151943410.0,BTT,BitTorrent,,0.0014508,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013702,USDⓈ,USDⓈ,0.0013702,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,210942.9661078,151943410.0000000,0,0.00145540,774145.00000000,0.00146830,174071.00000000,2019-07-01T03:42:34.912820
True,0.0,153437227.0,BTT,BitTorrent,,0.0014528,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013702,USDⓈ,USDⓈ,0.0013702,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,213113.7222361,153437227.0000000,0,0.00144930,177028.00000000,0.00145880,128840.00000000,2019-07-01T03:47:59.837101
True,0.0,147131951.0,BTT,BitTorrent,,0.0014497,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013577,USDⓈ,USDⓈ,0.0013577,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,204502.2128662,147131951.0000000,0,0.00144710,990826.00000000,0.00145610,68671.00000000,2019-07-01T03:53:23.687655
True,0.0,147165308.0,BTT,BitTorrent,,0.0014479,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013576,USDⓈ,USDⓈ,0.0013576,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,204551.2143873,147165308.0000000,0,0.00145090,164796.00000000,0.00145990,174701.00000000,2019-07-01T03:58:48.626384
True,0.0,147165308.0,BTT,BitTorrent,,0.0014479,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013576,USDⓈ,USDⓈ,0.0013576,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,204551.2143873,147165308.0000000,0,0.00145930,595896.00000000,0.00146880,332052.00000000,2019-07-01T04:04:13.119400
True,0.0,147165308.0,BTT,BitTorrent,,0.0014479,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013576,USDⓈ,USDⓈ,0.0013576,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,204551.2143873,147165308.0000000,0,0.00146370,284653.00000000,0.00146970,332484.00000000,2019-07-01T04:09:38.967925
True,0.0,146942359.0,BTT,BitTorrent,,0.0014700,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013750,USDⓈ,USDⓈ,0.001375,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,204282.3657465,146942359.0000000,0,0.00147100,40227.00000000,0.00147980,67572.00000000,2019-07-01T04:15:02.241015
True,0.0,146957032.0,BTT,BitTorrent,,0.0014710,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013801,USDⓈ,USDⓈ,0.0013801,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,204310.6801743,146957032.0000000,0,0.00145730,36164.00000000,0.00147240,497130.00000000,2019-07-01T04:20:25.700467
True,0.0,144998650.0,BTT,BitTorrent,,0.0014710,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013632,USDⓈ,USDⓈ,0.0013632,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,201606.9262772,144998650.0000000,0,0.00146060,928111.00000000,0.00146800,332324.00000000,2019-07-01T04:25:49.281416
True,0.0,144998650.0,BTT,BitTorrent,,0.0014710,8,0.0015495,-1,0.0012732,TUSD,TUSD,STANDARD,1e-08,1.0,0.0013632,USDⓈ,USDⓈ,0.0013632,,TUSD,TrueUSD,,TRADING,BTTTUSD,0.0000001,201606.9262772,144998650.0000000,0,0.00146030,1037661.00000000,0.00146840,105508.00000000,2019-07-01T04:31:13.431888
